country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Belgium,BE,2020-W50,<15yr,762,1939566,44.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,<15yr,776,1939566,79.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,15-24yr,0,1301822,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,15-24yr,0,1301822,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,15-24yr,5,1301822,0.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,15-24yr,44,1301822,3.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,15-24yr,74,1301822,9.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,15-24yr,80,1301822,11.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,15-24yr,238,1301822,24.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,15-24yr,431,1301822,33.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,15-24yr,302,1301822,56.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,15-24yr,239,1301822,41.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,15-24yr,165,1301822,31,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,15-24yr,34,1301822,15.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,15-24yr,173,1301822,15.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,15-24yr,127,1301822,23,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,15-24yr,106,1301822,17.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,15-24yr,95,1301822,15.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,15-24yr,68,1301822,12.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,15-24yr,72,1301822,10.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,15-24yr,68,1301822,10.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,15-24yr,89,1301822,12.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,15-24yr,112,1301822,15.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,15-24yr,240,1301822,27,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,15-24yr,473,1301822,54.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,15-24yr,678,1301822,88.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,15-24yr,868,1301822,118.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,15-24yr,647,1301822,116.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,15-24yr,633,1301822,98.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,15-24yr,582,1301822,93.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,15-24yr,759,1301822,103,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,15-24yr,1325,1301822,160.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,15-24yr,2350,1301822,282.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,15-24yr,2878,1301822,401.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,15-24yr,4711,1301822,583,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,15-24yr,8868,1301822,1043.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,15-24yr,14467,1301822,1792.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,15-24yr,16355,1301822,2367.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,15-24yr,12166,1301822,2190.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,15-24yr,5722,1301822,1374.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,15-24yr,3581,1301822,714.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,15-24yr,2683,1301822,481.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,15-24yr,2010,1301822,360.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,15-24yr,165,1301822,167.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W50,15-24yr,1956,1301822,162.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,15-24yr,1985,1301822,302.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,25-49yr,0,3744013,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,25-49yr,0,3744013,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,25-49yr,7,3744013,0.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,25-49yr,173,3744013,4.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,25-49yr,568,3744013,19.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,25-49yr,1244,3744013,48.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,25-49yr,2490,3744013,99.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,25-49yr,2742,3744013,73.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,25-49yr,1814,3744013,121.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,25-49yr,1408,3744013,86.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,25-49yr,892,3744013,61.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,25-49yr,180,3744013,28.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,25-49yr,695,3744013,23.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,25-49yr,527,3744013,32.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,25-49yr,384,3744013,24.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,25-49yr,306,3744013,18.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,25-49yr,242,3744013,14.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,25-49yr,246,3744013,13,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,25-49yr,237,3744013,12.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,25-49yr,254,3744013,13.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,25-49yr,294,3744013,14.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,25-49yr,597,3744013,23.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,25-49yr,1124,3744013,46,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,25-49yr,1745,3744013,76.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,25-49yr,1947,3744013,98.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,25-49yr,1718,3744013,97.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,25-49yr,1639,3744013,89.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,25-49yr,1484,3744013,83.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,25-49yr,1670,3744013,84.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,25-49yr,2649,3744013,115.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,25-49yr,4080,3744013,179.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,25-49yr,4368,3744013,225.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,25-49yr,7201,3744013,309,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,25-49yr,16160,3744013,624,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,25-49yr,30006,3744013,1233.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,25-49yr,45832,3744013,2025.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,25-49yr,43026,3744013,2373.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,25-49yr,22752,3744013,1756.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,25-49yr,13230,3744013,961.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,25-49yr,8215,3744013,572.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,25-49yr,5619,3744013,369.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,25-49yr,478,3744013,162.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W50,25-49yr,5790,3744013,167.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,25-49yr,6266,3744013,322,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,50-64yr,2,2304659,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,50-64yr,1,2304659,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,50-64yr,4,2304659,0.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,50-64yr,97,2304659,4.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,50-64yr,301,2304659,17.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,50-64yr,985,2304659,55.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,50-64yr,2206,2304659,138.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,50-64yr,1827,2304659,79.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,50-64yr,1108,2304659,127.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,50-64yr,870,2304659,85.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,50-64yr,533,2304659,60.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,50-64yr,120,2304659,28.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,50-64yr,427,2304659,23.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,50-64yr,273,2304659,30.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,50-64yr,245,2304659,22.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,50-64yr,153,2304659,17.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,50-64yr,129,2304659,12.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,50-64yr,114,2304659,10.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,50-64yr,106,2304659,9.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,50-64yr,113,2304659,9.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,50-64yr,128,2304659,10.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,50-64yr,227,2304659,15.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,50-64yr,385,2304659,26.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,50-64yr,604,2304659,42.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,50-64yr,695,2304659,56.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,50-64yr,563,2304659,54.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,50-64yr,538,2304659,47.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,50-64yr,464,2304659,43.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,50-64yr,557,2304659,44.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,50-64yr,904,2304659,63.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,50-64yr,1562,2304659,107,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,50-64yr,1821,2304659,146.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,50-64yr,2987,2304659,208.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,50-64yr,6826,2304659,425.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,50-64yr,13451,2304659,879.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,50-64yr,21356,2304659,1510.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,50-64yr,22109,2304659,1886,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,50-64yr,12282,2304659,1492.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,50-64yr,7493,2304659,858,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,50-64yr,4518,2304659,521.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,50-64yr,3138,2304659,332.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,50-64yr,269,2304659,147.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W50,50-64yr,3100,2304659,146.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,50-64yr,3208,2304659,273.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,65-79yr,0,1518490,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,65-79yr,0,1518490,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,65-79yr,1,1518490,0.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,65-79yr,38,1518490,2.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,65-79yr,193,1518490,15.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,65-79yr,756,1518490,62.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,65-79yr,1682,1518490,160.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,65-79yr,1478,1518490,97.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,65-79yr,1039,1518490,165.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,65-79yr,734,1518490,116.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,65-79yr,397,1518490,74.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,65-79yr,81,1518490,31.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,65-79yr,234,1518490,20.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,65-79yr,163,1518490,26.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,65-79yr,156,1518490,21,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,65-79yr,114,1518490,17.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,65-79yr,79,1518490,12.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,65-79yr,76,1518490,10.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,65-79yr,57,1518490,8.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,65-79yr,53,1518490,7.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,65-79yr,61,1518490,7.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,65-79yr,110,1518490,11.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,65-79yr,149,1518490,17.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,65-79yr,210,1518490,23.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,65-79yr,229,1518490,28.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,65-79yr,198,1518490,28.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,65-79yr,156,1518490,23.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,65-79yr,144,1518490,19.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,65-79yr,160,1518490,20,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,65-79yr,350,1518490,33.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,65-79yr,609,1518490,63.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,65-79yr,672,1518490,84.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,65-79yr,1102,1518490,116.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,65-79yr,2532,1518490,239.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,65-79yr,5278,1518490,514.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,65-79yr,8869,1518490,931.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,65-79yr,10253,1518490,1259.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,65-79yr,6112,1518490,1077.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,65-79yr,3809,1518490,653.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,65-79yr,2395,1518490,408.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,65-79yr,1733,1518490,271.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,65-79yr,159,1518490,124.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W50,65-79yr,1722,1518490,123.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,65-79yr,1753,1518490,228.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,80+yr,0,646969,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,80+yr,0,646969,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,80+yr,0,646969,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,80+yr,10,646969,1.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,80+yr,169,646969,27.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,80+yr,589,646969,117.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,80+yr,1445,646969,314.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,80+yr,4250,646969,656.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,80+yr,3125,646969,1139.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,80+yr,2264,646969,833,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,80+yr,961,646969,498.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,80+yr,178,646969,176.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,80+yr,425,646969,93.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,80+yr,314,646969,114.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,80+yr,207,646969,80.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,80+yr,124,646969,51.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,80+yr,96,646969,34,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,80+yr,84,646969,27.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,80+yr,58,646969,21.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,80+yr,52,646969,17,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,80+yr,46,646969,15.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,80+yr,70,646969,17.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,80+yr,91,646969,24.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,80+yr,125,646969,33.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,80+yr,123,646969,38.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,80+yr,173,646969,45.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,80+yr,96,646969,41.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,80+yr,65,646969,24.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,80+yr,82,646969,22.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,80+yr,143,646969,34.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,80+yr,301,646969,68.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,80+yr,385,646969,106,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,80+yr,669,646969,162.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,80+yr,1264,646969,298.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,80+yr,3012,646969,660.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,80+yr,5999,646969,1392.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,80+yr,7632,646969,2106.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,80+yr,5310,646969,2000.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,80+yr,4555,646969,1524.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,80+yr,3317,646969,1216.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,80+yr,2433,646969,888.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,80+yr,200,646969,407,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W50,80+yr,2497,646969,416.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W51,80+yr,2224,646969,729.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W09,<15yr,0,587786,,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W10,<15yr,0,587786,,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W11,<15yr,0,587786,0,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W12,<15yr,4,587786,0.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W13,<15yr,8,587786,2,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W14,<15yr,20,587786,4.8,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W15,<15yr,23,587786,7.3,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W16,<15yr,15,587786,6.5,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W17,<15yr,7,587786,3.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W18,<15yr,2,587786,1.5,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W19,<15yr,4,587786,1,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W20,<15yr,6,587786,1.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W21,<15yr,0,587786,1,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W22,<15yr,0,587786,0,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W25,<15yr,4,587786,0.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W26,<15yr,7,587786,1.9,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W27,<15yr,15,587786,3.7,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W28,<15yr,15,587786,5.1,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W29,<15yr,52,587786,11.4,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W30,<15yr,45,587786,16.5,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W31,<15yr,17,587786,10.5,"TESSy COVID-19, national weekly data"
Croatia,HR,2020-W32,<15yr,4,587786,3.6,"TESSy COVID-19, national weekly data"
